Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
01-01-2025,AQS,340030010,1,30.1,ppb,28,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
02-01-2025,AQS,340030010,1,11,ppb,10,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
03-01-2025,AQS,340030010,1,23.9,ppb,22,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
04-01-2025,AQS,340030010,1,12.5,ppb,11,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
05-01-2025,AQS,340030010,1,23.2,ppb,22,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
06-01-2025,AQS,340030010,1,42.9,ppb,40,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
07-01-2025,AQS,340030010,1,18.4,ppb,17,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
08-01-2025,AQS,340030010,1,17,ppb,16,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
09-01-2025,AQS,340030010,1,17.8,ppb,16,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
10-01-2025,AQS,340030010,1,29.3,ppb,27,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
11-01-2025,AQS,340030010,1,39.1,ppb,37,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
12-01-2025,AQS,340030010,1,38.6,ppb,36,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
13-01-2025,AQS,340030010,1,41.5,ppb,39,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
14-01-2025,AQS,340030010,1,27.5,ppb,25,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
15-01-2025,AQS,340030010,1,31.8,ppb,29,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
16-01-2025,AQS,340030010,1,35,ppb,33,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
17-01-2025,AQS,340030010,1,40.8,ppb,38,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
18-01-2025,AQS,340030010,1,39,ppb,37,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
19-01-2025,AQS,340030010,1,24.7,ppb,23,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
20-01-2025,AQS,340030010,1,25,ppb,24,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
21-01-2025,AQS,340030010,1,31.7,ppb,29,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
22-01-2025,AQS,340030010,1,39.3,ppb,37,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
23-01-2025,AQS,340030010,1,51.5,ppb,48,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
24-01-2025,AQS,340030010,1,43.7,ppb,41,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
25-01-2025,AQS,340030010,1,45.9,ppb,42,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
26-01-2025,AQS,340030010,1,45,ppb,42,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
27-01-2025,AQS,340030010,1,44.1,ppb,42,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
28-01-2025,AQS,340030010,1,51.3,ppb,48,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
29-01-2025,AQS,340030010,1,42.8,ppb,40,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
30-01-2025,AQS,340030010,1,31.6,ppb,29,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
31-01-2025,AQS,340030010,1,46.5,ppb,43,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
01-02-2025,AQS,340030010,1,31.2,ppb,29,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
02-02-2025,AQS,340030010,1,40.6,ppb,38,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
03-02-2025,AQS,340030010,1,50,ppb,47,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
04-02-2025,AQS,340030010,1,34.2,ppb,32,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
05-02-2025,AQS,340030010,1,32.8,ppb,30,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
06-02-2025,AQS,340030010,1,42.7,ppb,40,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
07-02-2025,AQS,340030010,1,25.3,ppb,24,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
08-02-2025,AQS,340030010,1,28.7,ppb,26,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
09-02-2025,AQS,340030010,1,34,ppb,32,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
10-02-2025,AQS,340030010,1,41.4,ppb,39,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
11-02-2025,AQS,340030010,1,56.5,ppb,53,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
12-02-2025,AQS,340030010,1,33,ppb,31,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
13-02-2025,AQS,340030010,1,34.7,ppb,32,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
14-02-2025,AQS,340030010,1,23.5,ppb,22,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
15-02-2025,AQS,340030010,1,21.4,ppb,20,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
16-02-2025,AQS,340030010,1,33.2,ppb,31,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
17-02-2025,AQS,340030010,1,14.5,ppb,13,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
18-02-2025,AQS,340030010,1,19.9,ppb,18,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
19-02-2025,AQS,340030010,1,21.6,ppb,20,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
20-02-2025,AQS,340030010,1,34.8,ppb,32,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
21-02-2025,AQS,340030010,1,20.7,ppb,19,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
22-02-2025,AQS,340030010,1,27.2,ppb,25,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
23-02-2025,AQS,340030010,1,30.1,ppb,28,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
24-02-2025,AQS,340030010,1,34.6,ppb,32,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
25-02-2025,AQS,340030010,1,46.9,ppb,43,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
26-02-2025,AQS,340030010,1,35.1,ppb,33,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
27-02-2025,AQS,340030010,1,46.8,ppb,43,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
28-02-2025,AQS,340030010,1,28.7,ppb,26,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
01-03-2025,AQS,340030010,1,23.2,ppb,22,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
02-03-2025,AQS,340030010,1,15.4,ppb,14,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
03-03-2025,AQS,340030010,1,38.2,ppb,36,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
04-03-2025,AQS,340030010,1,47.3,ppb,44,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
05-03-2025,AQS,340030010,1,48.4,ppb,45,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
06-03-2025,AQS,340030010,1,24.2,ppb,23,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
07-03-2025,AQS,340030010,1,18.1,ppb,17,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
08-03-2025,AQS,340030010,1,30.6,ppb,28,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
09-03-2025,AQS,340030010,1,22.6,ppb,21,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
10-03-2025,AQS,340030010,1,52.6,ppb,49,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
11-03-2025,AQS,340030010,1,60.8,ppb,57,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
12-03-2025,AQS,340030010,1,33.1,ppb,31,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
13-03-2025,AQS,340030010,1,28.6,ppb,26,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
14-03-2025,AQS,340030010,1,28.6,ppb,26,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
15-03-2025,AQS,340030010,1,24.2,ppb,23,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
16-03-2025,AQS,340030010,1,28.4,ppb,26,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
17-03-2025,AQS,340030010,1,44,ppb,42,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
18-03-2025,AQS,340030010,1,51.5,ppb,48,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
19-03-2025,AQS,340030010,1,46.7,ppb,43,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
20-03-2025,AQS,340030010,1,26.2,ppb,25,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
25-03-2025,AQS,340030010,1,33.1,ppb,31,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
26-03-2025,AQS,340030010,1,23.3,ppb,22,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
27-03-2025,AQS,340030010,1,32.1,ppb,30,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
28-03-2025,AQS,340030010,1,35,ppb,33,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
29-03-2025,AQS,340030010,1,38.9,ppb,36,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
30-03-2025,AQS,340030010,1,14.8,ppb,13,Fort Lee Near Road,21,88,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
31-03-2025,AQS,340030010,1,35.4,ppb,33,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
01-04-2025,AQS,340030010,1,20.1,ppb,19,Fort Lee Near Road,24,100,42602,Nitrogen dioxide (NO2),74,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.85355,-73.96618
